Theme,Topic,SubTopic,Detail,Importance
Theme_1,Topic_4,SubTopic_24,Detail_213,7.389056099
Theme_1,Topic_4,SubTopic_24,Detail_214,54.59815003
Theme_1,Topic_4,SubTopic_24,Detail_215,8103.083928
Theme_1,Topic_4,SubTopic_24,Detail_216,20.08553692
Theme_2,Topic_5,SubTopic_25,Detail_217,2.718281828
Theme_2,Topic_5,SubTopic_25,Detail_218,8103.083928
Theme_2,Topic_5,SubTopic_25,Detail_219,2980.957987
Theme_2,Topic_5,SubTopic_25,Detail_220,1096.633158
Theme_2,Topic_5,SubTopic_25,Detail_221,7.389056099
Theme_2,Topic_5,SubTopic_25,Detail_222,22026.46579
Theme_2,Topic_5,SubTopic_25,Detail_223,1096.633158
Theme_2,Topic_5,SubTopic_25,Detail_224,7.389056099
Theme_2,Topic_5,SubTopic_25,Detail_225,148.4131591
Theme_2,Topic_5,SubTopic_26,Detail_226,2980.957987
Theme_2,Topic_5,SubTopic_26,Detail_227,2.718281828
Theme_2,Topic_5,SubTopic_26,Detail_228,1096.633158
Theme_2,Topic_5,SubTopic_26,Detail_229,1
Theme_2,Topic_5,SubTopic_26,Detail_230,1
Theme_2,Topic_5,SubTopic_26,Detail_231,1096.633158
Theme_2,Topic_5,SubTopic_26,Detail_232,1096.633158
Theme_2,Topic_5,SubTopic_26,Detail_233,20.08553692
Theme_2,Topic_5,SubTopic_26,Detail_234,2.718281828
Theme_2,Topic_5,SubTopic_27,Detail_235,22026.46579
Theme_2,Topic_5,SubTopic_27,Detail_236,2980.957987
Theme_2,Topic_5,SubTopic_27,Detail_237,1096.633158
Theme_2,Topic_5,SubTopic_27,Detail_238,148.4131591
Theme_2,Topic_5,SubTopic_27,Detail_239,20.08553692
Theme_2,Topic_5,SubTopic_27,Detail_240,8103.083928
Theme_2,Topic_5,SubTopic_27,Detail_241,1096.633158
Theme_2,Topic_5,SubTopic_27,Detail_242,403.4287935
Theme_2,Topic_5,SubTopic_27,Detail_243,2980.957987
Theme_2,Topic_5,SubTopic_28,Detail_244,1
Theme_2,Topic_5,SubTopic_28,Detail_245,22026.46579
Theme_2,Topic_5,SubTopic_28,Detail_246,2.718281828
Theme_2,Topic_5,SubTopic_28,Detail_247,148.4131591
Theme_2,Topic_5,SubTopic_28,Detail_248,2980.957987
Theme_2,Topic_5,SubTopic_28,Detail_249,20.08553692
Theme_2,Topic_5,SubTopic_28,Detail_250,8103.083928
Theme_2,Topic_5,SubTopic_28,Detail_251,1
Theme_2,Topic_5,SubTopic_28,Detail_252,148.4131591
Theme_2,Topic_5,SubTopic_29,Detail_253,403.4287935
Theme_2,Topic_5,SubTopic_29,Detail_254,8103.083928
Theme_2,Topic_5,SubTopic_29,Detail_255,22026.46579
Theme_2,Topic_5,SubTopic_29,Detail_256,22026.46579
Theme_2,Topic_5,SubTopic_29,Detail_257,7.389056099
Theme_2,Topic_5,SubTopic_29,Detail_258,54.59815003
Theme_2,Topic_5,SubTopic_29,Detail_259,148.4131591
Theme_2,Topic_5,SubTopic_29,Detail_260,403.4287935
Theme_2,Topic_5,SubTopic_29,Detail_261,1
Theme_2,Topic_5,SubTopic_30,Detail_262,148.4131591
Theme_2,Topic_5,SubTopic_30,Detail_263,2.718281828
Theme_2,Topic_5,SubTopic_30,Detail_264,8103.083928
Theme_2,Topic_5,SubTopic_30,Detail_265,2980.957987
Theme_2,Topic_5,SubTopic_30,Detail_266,1096.633158
Theme_2,Topic_5,SubTopic_30,Detail_267,22026.46579
Theme_2,Topic_5,SubTopic_30,Detail_268,20.08553692
Theme_2,Topic_5,SubTopic_30,Detail_269,1096.633158
Theme_2,Topic_5,SubTopic_30,Detail_270,2.718281828
Theme_2,Topic_6,SubTopic_31,Detail_271,2.718281828
Theme_2,Topic_6,SubTopic_31,Detail_272,8103.083928
Theme_2,Topic_6,SubTopic_31,Detail_273,403.4287935
Theme_2,Topic_6,SubTopic_31,Detail_274,2980.957987
Theme_2,Topic_6,SubTopic_31,Detail_275,2980.957987
Theme_2,Topic_6,SubTopic_31,Detail_276,8103.083928
Theme_2,Topic_6,SubTopic_31,Detail_277,7.389056099
Theme_2,Topic_6,SubTopic_31,Detail_278,22026.46579
Theme_2,Topic_6,SubTopic_31,Detail_279,2.718281828
Theme_2,Topic_6,SubTopic_32,Detail_280,7.389056099
Theme_2,Topic_6,SubTopic_32,Detail_281,1096.633158
Theme_2,Topic_6,SubTopic_32,Detail_282,403.4287935
Theme_2,Topic_6,SubTopic_32,Detail_283,8103.083928
Theme_2,Topic_6,SubTopic_32,Detail_284,2.718281828
Theme_2,Topic_6,SubTopic_32,Detail_285,54.59815003
Theme_2,Topic_6,SubTopic_32,Detail_286,20.08553692
Theme_2,Topic_6,SubTopic_32,Detail_287,1
Theme_2,Topic_6,SubTopic_32,Detail_288,54.59815003
Theme_2,Topic_6,SubTopic_33,Detail_289,2980.957987
Theme_2,Topic_6,SubTopic_33,Detail_290,54.59815003
Theme_2,Topic_6,SubTopic_33,Detail_291,7.389056099
Theme_2,Topic_6,SubTopic_33,Detail_292,403.4287935
Theme_2,Topic_6,SubTopic_33,Detail_293,2980.957987
Theme_2,Topic_6,SubTopic_33,Detail_294,148.4131591
Theme_2,Topic_6,SubTopic_33,Detail_295,8103.083928
Theme_2,Topic_6,SubTopic_33,Detail_296,2980.957987
Theme_2,Topic_6,SubTopic_33,Detail_297,7.389056099
Theme_2,Topic_6,SubTopic_34,Detail_298,1
Theme_2,Topic_6,SubTopic_34,Detail_299,403.4287935
Theme_2,Topic_6,SubTopic_34,Detail_300,148.4131591
Theme_2,Topic_6,SubTopic_34,Detail_301,20.08553692
Theme_2,Topic_6,SubTopic_34,Detail_302,20.08553692
Theme_2,Topic_6,SubTopic_34,Detail_303,2.718281828
Theme_2,Topic_6,SubTopic_34,Detail_304,54.59815003
Theme_2,Topic_6,SubTopic_34,Detail_305,1
Theme_2,Topic_6,SubTopic_34,Detail_306,1
Theme_2,Topic_6,SubTopic_35,Detail_307,2.718281828
Theme_2,Topic_6,SubTopic_35,Detail_308,148.4131591
Theme_2,Topic_6,SubTopic_35,Detail_309,2980.957987
Theme_2,Topic_6,SubTopic_35,Detail_310,2980.957987
Theme_2,Topic_6,SubTopic_35,Detail_311,7.389056099
Theme_2,Topic_6,SubTopic_35,Detail_312,403.4287935
Theme_2,Topic_6,SubTopic_35,Detail_313,7.389056099
Theme_2,Topic_6,SubTopic_35,Detail_314,20.08553692
Theme_2,Topic_6,SubTopic_35,Detail_315,148.4131591
Theme_2,Topic_6,SubTopic_36,Detail_316,20.08553692
Theme_2,Topic_6,SubTopic_36,Detail_317,148.4131591
Theme_2,Topic_6,SubTopic_36,Detail_318,20.08553692
Theme_2,Topic_6,SubTopic_36,Detail_319,22026.46579
Theme_2,Topic_6,SubTopic_36,Detail_320,403.4287935
Theme_2,Topic_6,SubTopic_36,Detail_321,1
Theme_2,Topic_6,SubTopic_36,Detail_322,1096.633158
Theme_2,Topic_6,SubTopic_36,Detail_323,148.4131591
Theme_2,Topic_6,SubTopic_36,Detail_324,1096.633158
Theme_2,Topic_7,SubTopic_37,Detail_325,1
Theme_2,Topic_7,SubTopic_37,Detail_326,8103.083928
Theme_2,Topic_7,SubTopic_37,Detail_327,1
Theme_2,Topic_7,SubTopic_37,Detail_328,22026.46579
Theme_2,Topic_7,SubTopic_37,Detail_329,22026.46579
Theme_2,Topic_7,SubTopic_37,Detail_330,2980.957987
Theme_2,Topic_7,SubTopic_37,Detail_331,2980.957987
Theme_2,Topic_7,SubTopic_37,Detail_332,8103.083928
Theme_2,Topic_7,SubTopic_37,Detail_333,1
Theme_2,Topic_7,SubTopic_38,Detail_334,1096.633158
Theme_2,Topic_7,SubTopic_38,Detail_335,8103.083928
Theme_2,Topic_7,SubTopic_38,Detail_336,7.389056099
Theme_2,Topic_7,SubTopic_38,Detail_337,20.08553692
Theme_2,Topic_7,SubTopic_38,Detail_338,7.389056099
Theme_2,Topic_7,SubTopic_38,Detail_339,403.4287935
Theme_2,Topic_7,SubTopic_38,Detail_340,54.59815003
Theme_2,Topic_7,SubTopic_38,Detail_341,1096.633158
Theme_2,Topic_7,SubTopic_38,Detail_342,2.718281828
Theme_2,Topic_7,SubTopic_39,Detail_343,54.59815003
Theme_2,Topic_7,SubTopic_39,Detail_344,1096.633158
Theme_2,Topic_7,SubTopic_39,Detail_345,8103.083928
Theme_2,Topic_7,SubTopic_39,Detail_346,22026.46579
Theme_2,Topic_7,SubTopic_39,Detail_347,54.59815003
Theme_2,Topic_7,SubTopic_39,Detail_348,148.4131591
Theme_2,Topic_7,SubTopic_39,Detail_349,7.389056099
Theme_2,Topic_7,SubTopic_39,Detail_350,2.718281828
Theme_2,Topic_7,SubTopic_39,Detail_351,2980.957987
Theme_2,Topic_7,SubTopic_40,Detail_352,1096.633158
Theme_2,Topic_7,SubTopic_40,Detail_353,7.389056099
Theme_2,Topic_7,SubTopic_40,Detail_354,20.08553692
Theme_2,Topic_7,SubTopic_40,Detail_355,1096.633158
Theme_2,Topic_7,SubTopic_40,Detail_356,1096.633158
Theme_2,Topic_7,SubTopic_40,Detail_357,22026.46579
Theme_2,Topic_7,SubTopic_40,Detail_358,22026.46579
Theme_2,Topic_7,SubTopic_40,Detail_359,403.4287935
Theme_2,Topic_7,SubTopic_40,Detail_360,7.389056099
Theme_2,Topic_7,SubTopic_41,Detail_361,1
Theme_2,Topic_7,SubTopic_41,Detail_362,403.4287935
Theme_2,Topic_7,SubTopic_41,Detail_363,20.08553692
Theme_2,Topic_7,SubTopic_41,Detail_364,54.59815003
Theme_2,Topic_7,SubTopic_41,Detail_365,403.4287935
Theme_2,Topic_7,SubTopic_41,Detail_366,8103.083928
Theme_2,Topic_7,SubTopic_41,Detail_367,7.389056099
Theme_2,Topic_7,SubTopic_41,Detail_368,1096.633158
Theme_2,Topic_7,SubTopic_41,Detail_369,403.4287935
Theme_2,Topic_7,SubTopic_42,Detail_370,403.4287935
Theme_2,Topic_7,SubTopic_42,Detail_371,403.4287935
Theme_2,Topic_7,SubTopic_42,Detail_372,148.4131591
Theme_2,Topic_7,SubTopic_42,Detail_373,8103.083928
Theme_2,Topic_7,SubTopic_42,Detail_374,1096.633158
Theme_2,Topic_7,SubTopic_42,Detail_375,7.389056099
Theme_2,Topic_7,SubTopic_42,Detail_376,8103.083928
Theme_2,Topic_7,SubTopic_42,Detail_377,2.718281828
Theme_2,Topic_7,SubTopic_42,Detail_378,2980.957987
Theme_2,Topic_8,SubTopic_43,Detail_379,20.08553692
Theme_2,Topic_8,SubTopic_43,Detail_380,1096.633158
Theme_2,Topic_8,SubTopic_43,Detail_381,1096.633158
Theme_2,Topic_8,SubTopic_43,Detail_382,20.08553692
Theme_2,Topic_8,SubTopic_43,Detail_383,148.4131591
Theme_2,Topic_8,SubTopic_43,Detail_384,8103.083928
Theme_2,Topic_8,SubTopic_43,Detail_385,1
Theme_2,Topic_8,SubTopic_43,Detail_386,2980.957987
Theme_2,Topic_8,SubTopic_43,Detail_387,54.59815003
Theme_2,Topic_8,SubTopic_44,Detail_388,148.4131591
Theme_2,Topic_8,SubTopic_44,Detail_389,1096.633158
Theme_2,Topic_8,SubTopic_44,Detail_390,1096.633158
Theme_2,Topic_8,SubTopic_44,Detail_391,54.59815003
Theme_2,Topic_8,SubTopic_44,Detail_392,1096.633158
Theme_2,Topic_8,SubTopic_44,Detail_393,148.4131591
Theme_2,Topic_8,SubTopic_44,Detail_394,20.08553692
Theme_2,Topic_8,SubTopic_44,Detail_395,22026.46579
Theme_2,Topic_8,SubTopic_44,Detail_396,7.389056099
Theme_2,Topic_8,SubTopic_45,Detail_397,7.389056099
Theme_2,Topic_8,SubTopic_45,Detail_398,54.59815003
Theme_2,Topic_8,SubTopic_45,Detail_399,148.4131591
Theme_2,Topic_8,SubTopic_45,Detail_400,148.4131591
Theme_2,Topic_8,SubTopic_45,Detail_401,54.59815003
Theme_2,Topic_8,SubTopic_45,Detail_402,148.4131591
Theme_2,Topic_8,SubTopic_45,Detail_403,2.718281828
Theme_2,Topic_8,SubTopic_45,Detail_404,2980.957987
Theme_2,Topic_8,SubTopic_45,Detail_405,22026.46579
Theme_2,Topic_8,SubTopic_46,Detail_406,2980.957987
Theme_2,Topic_8,SubTopic_46,Detail_407,2980.957987
Theme_2,Topic_8,SubTopic_46,Detail_408,1096.633158
Theme_2,Topic_8,SubTopic_46,Detail_409,148.4131591
Theme_2,Topic_8,SubTopic_46,Detail_410,2980.957987
Theme_2,Topic_8,SubTopic_46,Detail_411,2.718281828
Theme_2,Topic_8,SubTopic_46,Detail_412,1096.633158
Theme_2,Topic_8,SubTopic_46,Detail_413,7.389056099
Theme_2,Topic_8,SubTopic_46,Detail_414,403.4287935
Theme_2,Topic_8,SubTopic_47,Detail_415,8103.083928
Theme_2,Topic_8,SubTopic_47,Detail_416,403.4287935
Theme_2,Topic_8,SubTopic_47,Detail_417,7.389056099
Theme_2,Topic_8,SubTopic_47,Detail_418,20.08553692
Theme_2,Topic_8,SubTopic_47,Detail_419,403.4287935
Theme_2,Topic_8,SubTopic_47,Detail_420,7.389056099
Theme_2,Topic_8,SubTopic_47,Detail_421,1096.633158
Theme_2,Topic_8,SubTopic_47,Detail_422,8103.083928
Theme_2,Topic_8,SubTopic_47,Detail_423,403.4287935
Theme_2,Topic_8,SubTopic_48,Detail_424,2980.957987
Theme_2,Topic_8,SubTopic_48,Detail_425,20.08553692
Theme_2,Topic_8,SubTopic_48,Detail_426,20.08553692
Theme_2,Topic_8,SubTopic_48,Detail_427,1
Theme_2,Topic_8,SubTopic_48,Detail_428,2.718281828
Theme_2,Topic_8,SubTopic_48,Detail_429,7.389056099
Theme_2,Topic_8,SubTopic_48,Detail_430,7.389056099
Theme_2,Topic_8,SubTopic_48,Detail_431,2.718281828
Theme_2,Topic_8,SubTopic_48,Detail_432,403.4287935
Theme_3,Topic_9,SubTopic_49,Detail_433,54.59815003
Theme_3,Topic_9,SubTopic_49,Detail_434,2.718281828
Theme_3,Topic_9,SubTopic_49,Detail_435,22026.46579
Theme_3,Topic_9,SubTopic_49,Detail_436,54.59815003
Theme_3,Topic_9,SubTopic_49,Detail_437,1096.633158
Theme_3,Topic_9,SubTopic_49,Detail_438,403.4287935
Theme_3,Topic_9,SubTopic_49,Detail_439,7.389056099
Theme_3,Topic_9,SubTopic_49,Detail_440,1
